"","name","dict"
"gregtech:rich_ore_tritanium_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_tritanium_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_tritanium_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_tritanium_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_trona_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_trona_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_trona_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_trona_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_trona_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_trona_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_trona_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_trona_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_trona_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_trona_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_trona_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_trona_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_trona_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_trona_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_tungstate_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_tungstate_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_tungstate_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_tungstate_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_tungstate_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_tungstate_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_tungstate_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_tungstate_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_tungstate_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_tungstate_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_tungstate_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_tungstate_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_tungstate_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_tungstate_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_tungsten_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_tungsten_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_tungsten_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_tungsten_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_tungsten_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_tungsten_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_tungsten_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_tungsten_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_tungsten_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_tungsten_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_tungsten_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_tungsten_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_tungsten_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_tungsten_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_uraninite_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_uraninite_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_uraninite_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_uraninite_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_uraninite_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_uraninite_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_uraninite_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_uraninite_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_uraninite_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_uraninite_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_uraninite_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_uraninite_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_uraninite_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_uraninite_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_uranium235_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_uranium235_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_uranium235_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_uranium235_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_uranium235_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_uranium235_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_uranium235_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_uranium235_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_uranium235_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_uranium235_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_uranium235_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_uranium235_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_uranium235_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_uranium235_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_radioactive_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_radioactive_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_radioactive_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_radioactive_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_radioactive_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_radioactive_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_radioactive_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_radioactive_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_radioactive_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_radioactive_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_radioactive_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_radioactive_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_radioactive_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_uranium_radioactive_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_vanadium_magnetite_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_vanadium_magnetite_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_vanadium_magnetite_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_vanadium_magnetite_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_vanadium_magnetite_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_vanadium_magnetite_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_vanadium_magnetite_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_vanadium_magnetite_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_vanadium_magnetite_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_vanadium_magnetite_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_vanadium_magnetite_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_vanadium_magnetite_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_vanadium_magnetite_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_vanadium_magnetite_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_vermiculite_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_vermiculite_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_vermiculite_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_vermiculite_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_vermiculite_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_vermiculite_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_vermiculite_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_vermiculite_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_vermiculite_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_vermiculite_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_vermiculite_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_vermiculite_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_vermiculite_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_vermiculite_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_vinteum_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_vinteum_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_vinteum_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_vinteum_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_vinteum_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_vinteum_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_vinteum_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_vinteum_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_vinteum_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_vinteum_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_vinteum_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_vinteum_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_vinteum_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_vinteum_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_witherite_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_witherite_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_witherite_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_witherite_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_witherite_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_witherite_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_witherite_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_witherite_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_witherite_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_witherite_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_witherite_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_witherite_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_witherite_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_witherite_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_wollastonite_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_wollastonite_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_wollastonite_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_wollastonite_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_wollastonite_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_wollastonite_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_wollastonite_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_wollastonite_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_wollastonite_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_wollastonite_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_wollastonite_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_wollastonite_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_wollastonite_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_wollastonite_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_wulfenite_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_wulfenite_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_wulfenite_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_wulfenite_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_wulfenite_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_wulfenite_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_wulfenite_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_wulfenite_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_wulfenite_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_wulfenite_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_wulfenite_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_wulfenite_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_wulfenite_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_wulfenite_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_yellow_limonite_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_yellow_limonite_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_yellow_limonite_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_yellow_limonite_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_yellow_limonite_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_yellow_limonite_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_yellow_limonite_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_yellow_limonite_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_yellow_limonite_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_yellow_limonite_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_yellow_limonite_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_yellow_limonite_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_yellow_limonite_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_yellow_limonite_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_zeolite_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_zeolite_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_zeolite_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_zeolite_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_zeolite_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_zeolite_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_zeolite_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_zeolite_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_zeolite_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_zeolite_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_zeolite_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_zeolite_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_zeolite_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_zeolite_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_zinc_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_zinc_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_zinc_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_zinc_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_zinc_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_zinc_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_zinc_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_zinc_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_zinc_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_zinc_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_zinc_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_zinc_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_zinc_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_zinc_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_zircon_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_zircon_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_zircon_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_zircon_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_zircon_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_zircon_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_zircon_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_zircon_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_zircon_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_zircon_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_zircon_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_zircon_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_zircon_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_zircon_0:13","Missing[]","Missing[]"
"gregtech:rich_ore_zirkelite_0:0","Missing[]","Missing[]"
"gregtech:rich_ore_zirkelite_0:1","Missing[]","Missing[]"
"gregtech:rich_ore_zirkelite_0:2","Missing[]","Missing[]"
"gregtech:rich_ore_zirkelite_0:3","Missing[]","Missing[]"
"gregtech:rich_ore_zirkelite_0:4","Missing[]","Missing[]"
"gregtech:rich_ore_zirkelite_0:5","Missing[]","Missing[]"
"gregtech:rich_ore_zirkelite_0:6","Missing[]","Missing[]"
"gregtech:rich_ore_zirkelite_0:7","Missing[]","Missing[]"
"gregtech:rich_ore_zirkelite_0:8","Missing[]","Missing[]"
"gregtech:rich_ore_zirkelite_0:9","Missing[]","Missing[]"
"gregtech:rich_ore_zirkelite_0:10","Missing[]","Missing[]"
"gregtech:rich_ore_zirkelite_0:11","Missing[]","Missing[]"
"gregtech:rich_ore_zirkelite_0:12","Missing[]","Missing[]"
"gregtech:rich_ore_zirkelite_0:13","Missing[]","Missing[]"
"gregtech:sapling:0","gregtech:rubber_sapling:0","treeSapling"
"gregtech:turbine_casing:0","Missing[]","Missing[]"
"gregtech:turbine_casing:1","Missing[]","Missing[]"
"gregtech:turbine_casing:2","Missing[]","Missing[]"
"gregtech:turbine_casing:3","gregtech:turbine_casing:5",""
"gregtech:turbine_casing:4","gregtech:turbine_casing:6",""
"gregtech:turbine_casing:5","gregtech:turbine_casing:7",""
"gregtech:turbine_casing:6","gregtech:turbine_casing:8",""
"gregtech:warning_sign:0","gregtech:warning_sign:0",""
"gregtech:warning_sign:1","Missing[]","Missing[]"
"gregtech:warning_sign:2","gregtech:warning_sign:2",""
"gregtech:warning_sign:3","gregtech:warning_sign:3",""
"gregtech:warning_sign:4","gregtech:warning_sign:4",""
"gregtech:warning_sign:5","gregtech:warning_sign:5",""
"gregtech:warning_sign:6","gregtech:warning_sign:6",""
"gregtech:warning_sign:7","gregtech:warning_sign:7",""
"gregtech:warning_sign:8","gregtech:warning_sign:8",""
"gregtech:warning_sign:9","gregtech:warning_sign:9",""
"gregtech:wire_coil:0","gregtech:wire_coil:0",""
"gregtech:wire_coil:1","gregtech:wire_coil:1",""
"gregtech:wire_coil:2","gregtech:wire_coil:2",""
"gregtech:wire_coil:3","Missing[]","Missing[]"
"gregtech:wire_coil:4","gregtech:wire_coil:4",""
"gregtech:wire_coil:5","gregtech:wire_coil:5",""
"gregtech:wire_coil:6","gcyl:wire_coil:0",""
"gregtech:wire_coil:7","gregtech:fusion_casing:0",""
"gregtech:wire_coil:8","gregtech:fusion_casing:1",""
"gtadditions:ga_armor:0","Missing[]","Missing[]"
"gtadditions:ga_armor:1","Missing[]","Missing[]"
"gtadditions:ga_armor:2","Missing[]","Missing[]"
"gtadditions:ga_armor:3","Missing[]","Missing[]"
"gtadditions:ga_armor:4","Missing[]","Missing[]"
"gtadditions:ga_armor:5","Missing[]","Missing[]"
"gtadditions:ga_armor:6","Missing[]","Missing[]"
"gtadditions:ga_armor:7","Missing[]","Missing[]"
"gtadditions:ga_armor:8","Missing[]","Missing[]"
"gtadditions:ga_armor:9","Missing[]","Missing[]"
"gtadditions:ga_armor:10","Missing[]","Missing[]"
"gtadditions:ga_armor:11","Missing[]","Missing[]"
"gtadditions:ga_armor:12","Missing[]","Missing[]"
"gtadditions:ga_armor:13","Missing[]","Missing[]"
"gtadditions:ga_armor:14","Missing[]","Missing[]"
"gtadditions:ga_armor:15","Missing[]","Missing[]"
"gtadditions:ga_armor:16","Missing[]","Missing[]"
"gtadditions:ga_cable:0","Missing[]","Missing[]"
"gtadditions:ga_cable:1","Missing[]","Missing[]"
"gtadditions:ga_cable:2","Missing[]","Missing[]"
"gtadditions:ga_cable:3","Missing[]","Missing[]"
"gtadditions:ga_cable:4","Missing[]","Missing[]"
"gtadditions:ga_cell_casing:0","Missing[]","Missing[]"
"gtadditions:ga_cell_casing:1","Missing[]","Missing[]"
"gtadditions:ga_cell_casing:2","Missing[]","Missing[]"
"gtadditions:ga_cell_casing:3","Missing[]","Missing[]"
"gtadditions:ga_cell_casing:4","Missing[]","Missing[]"
"gtadditions:ga_cell_casing:5","Missing[]","Missing[]"
"gtadditions:ga_cell_casing:6","Missing[]","Missing[]"
"gtadditions:ga_cell_casing:7","Missing[]","Missing[]"
"gtadditions:ga_cell_casing:8","Missing[]","Missing[]"
"gtadditions:ga_cell_casing:9","Missing[]","Missing[]"
"gtadditions:ga_cell_casing:10","Missing[]","Missing[]"
"gtadditions:ga_cell_casing:11","Missing[]","Missing[]"
"gtadditions:ga_conveyor_casing:0","Missing[]","Missing[]"
"gtadditions:ga_conveyor_casing:1","Missing[]","Missing[]"
"gtadditions:ga_conveyor_casing:2","Missing[]","Missing[]"
"gtadditions:ga_conveyor_casing:3","Missing[]","Missing[]"
"gtadditions:ga_conveyor_casing:4","Missing[]","Missing[]"
"gtadditions:ga_conveyor_casing:5","Missing[]","Missing[]"
"gtadditions:ga_conveyor_casing:6","Missing[]","Missing[]"
"gtadditions:ga_conveyor_casing:7","Missing[]","Missing[]"
"gtadditions:ga_conveyor_casing:8","Missing[]","Missing[]"
"gtadditions:ga_conveyor_casing:9","Missing[]","Missing[]"
"gtadditions:ga_conveyor_casing:10","Missing[]","Missing[]"
"gtadditions:ga_conveyor_casing:11","Missing[]","Missing[]"
"gtadditions:ga_conveyor_casing:12","Missing[]","Missing[]"
"gtadditions:ga_conveyor_casing:13","Missing[]","Missing[]"
"gtadditions:ga_cryostat_casing:0","gcyl:gcyl_cryostat_casing:0",""
"gtadditions:ga_cryostat_casing:1","gcyl:gcyl_cryostat_casing:1",""
"gtadditions:ga_cryostat_casing:2","gcyl:gcyl_cryostat_casing:2",""
"gtadditions:ga_cryostat_casing:3","gcyl:gcyl_cryostat_casing:3",""
"gtadditions:ga_cryostat_casing:4","gcyl:gcyl_cryostat_casing:4",""
"gtadditions:ga_divertor_casing:0","gcyl:gcyl_divertor_casing:0",""
"gtadditions:ga_divertor_casing:1","gcyl:gcyl_divertor_casing:1",""
"gtadditions:ga_divertor_casing:2","gcyl:gcyl_divertor_casing:2",""
"gtadditions:ga_divertor_casing:3","gcyl:gcyl_divertor_casing:3",""
"gtadditions:ga_divertor_casing:4","gcyl:gcyl_divertor_casing:4",""
"gtadditions:ga_dust:0","gregtech:meta_dust:446","dustAntimonyTrifluoride"
"gtadditions:ga_dust:1","Missing[]","Missing[]"
"gtadditions:ga_dust:2","Missing[]","Missing[]"
"gtadditions:ga_dust:3","Missing[]","Missing[]"
"gtadditions:ga_dust:4","Missing[]","Missing[]"
"gtadditions:ga_dust:5","Missing[]","Missing[]"
"gtadditions:ga_dust:6","gcyl:meta_dust:950","dustAuricFluoride"
"gtadditions:ga_dust:7","Missing[]","Missing[]"
"gtadditions:ga_dust:8","Missing[]","Missing[]"
"gtadditions:ga_dust:9","Missing[]","Missing[]"
"gtadditions:ga_dust:10","Missing[]","Missing[]"
"gtadditions:ga_dust:11","Missing[]","Missing[]"
"gtadditions:ga_dust:12","Missing[]","Missing[]"
"gtadditions:ga_dust:13","Missing[]","Missing[]"
"gtadditions:ga_dust:14","Missing[]","Missing[]"
"gtadditions:ga_dust:15","Missing[]","Missing[]"
"gtadditions:ga_dust:16","Missing[]","Missing[]"
"gtadditions:ga_dust:17","Missing[]","Missing[]"
"gtadditions:ga_dust:18","Missing[]","Missing[]"
"gtadditions:ga_dust:19","Missing[]","Missing[]"
"gtadditions:ga_dust:20","Missing[]","Missing[]"
"gtadditions:ga_dust:21","Missing[]","Missing[]"
"gtadditions:ga_dust:22","Missing[]","Missing[]"
"gtadditions:ga_dust:23","Missing[]","Missing[]"
"gtadditions:ga_dust:24","Missing[]","Missing[]"
"gtadditions:ga_dust:25","Missing[]","Missing[]"
"gtadditions:ga_dust:26","Missing[]","Missing[]"
"gtadditions:ga_dust:27","Missing[]","Missing[]"
"gtadditions:ga_dust:28","Missing[]","Missing[]"
"gtadditions:ga_dust:29","Missing[]","Missing[]"
"gtadditions:ga_dust:30","Missing[]","Missing[]"
"gtadditions:ga_dust:31","Missing[]","Missing[]"
"gtadditions:ga_dust:32","Missing[]","Missing[]"
"gtadditions:ga_dust:33","Missing[]","Missing[]"
"gtadditions:ga_dust:34","Missing[]","Missing[]"
"gtadditions:ga_dust:35","Missing[]","Missing[]"
"gtadditions:ga_dust:36","Missing[]","Missing[]"
"gtadditions:ga_dust:37","Missing[]","Missing[]"
"gtadditions:ga_dust:38","Missing[]","Missing[]"
"gtadditions:ga_dust:39","Missing[]","Missing[]"
"gtadditions:ga_dust:40","Missing[]","Missing[]"
"gtadditions:ga_dust:41","Missing[]","Missing[]"
"gtadditions:ga_dust:42","Missing[]","Missing[]"
"gtadditions:ga_dust:43","Missing[]","Missing[]"
"gtadditions:ga_dust:44","Missing[]","Missing[]"
"gtadditions:ga_dust:46","Missing[]","Missing[]"
"gtadditions:ga_dust:47","Missing[]","Missing[]"
"gtadditions:ga_dust:48","Missing[]","Missing[]"
"gtadditions:ga_dust:49","Missing[]","Missing[]"
"gtadditions:ga_dust:50","Missing[]","Missing[]"
"gtadditions:ga_dust:51","Missing[]","Missing[]"
"gtadditions:ga_dust:52","Missing[]","Missing[]"
"gtadditions:ga_dust:53","Missing[]","Missing[]"
"gtadditions:ga_dust:54","Missing[]","Missing[]"
"gtadditions:ga_dust:55","Missing[]","Missing[]"
"gtadditions:ga_dust:56","Missing[]","Missing[]"
"gtadditions:ga_dust:57","Missing[]","Missing[]"
"gtadditions:ga_dust:58","Missing[]","Missing[]"
"gtadditions:ga_dust:59","Missing[]","Missing[]"
"gtadditions:ga_dust:60","Missing[]","Missing[]"
"gtadditions:ga_dust:61","Missing[]","Missing[]"
"gtadditions:ga_dust:62","gcyl:gcyl_meta_item:437",""
"gtadditions:ga_dust:63","Missing[]","Missing[]"
"gtadditions:ga_dust:64","Missing[]","Missing[]"
"gtadditions:ga_dust:65","Missing[]","Missing[]"
"gtadditions:ga_dust:66","Missing[]","Missing[]"
"gtadditions:ga_dust:67","Missing[]","Missing[]"
"gtadditions:ga_dust:68","Missing[]","Missing[]"
"gtadditions:ga_dust:69","Missing[]","Missing[]"
"gtadditions:ga_dust:70","Missing[]","Missing[]"
"gtadditions:ga_dust:71","Missing[]","Missing[]"
"gtadditions:ga_dust:72","Missing[]","Missing[]"
"gtadditions:ga_dust:73","Missing[]","Missing[]"
"gtadditions:ga_dust:74","Missing[]","Missing[]"
"gtadditions:ga_dust:75","Missing[]","Missing[]"
"gtadditions:ga_dust:76","Missing[]","Missing[]"
"gtadditions:ga_dust:77","Missing[]","Missing[]"
"gtadditions:ga_dust:78","Missing[]","Missing[]"
"gtadditions:ga_dust:79","Missing[]","Missing[]"
"gtadditions:ga_dust:80","Missing[]","Missing[]"
"gtadditions:ga_dust:81","Missing[]","Missing[]"
"gtadditions:ga_dust:82","Missing[]","Missing[]"
"gtadditions:ga_dust:83","Missing[]","Missing[]"
"gtadditions:ga_dust:84","Missing[]","Missing[]"
"gtadditions:ga_dust:85","Missing[]","Missing[]"
"gtadditions:ga_dust:86","Missing[]","Missing[]"
"gtadditions:ga_dust:87","Missing[]","Missing[]"
"gtadditions:ga_dust:88","Missing[]","Missing[]"
