"Registry name","Meta/dmg","Display name","Ore Dict Keys","NBT"
"gregtech:pure_ore_olivine_0",4,"Pure Gravel Olivine Ore","orePureGravelOlivine",""
"gregtech:pure_ore_olivine_0",5,"Pure Olivine Ore","orePureOlivine",""
"gregtech:pure_ore_olivine_0",6,"Pure Nether Olivine Ore","orePureNetherrackOlivine",""
"gregtech:pure_ore_olivine_0",7,"Pure End Olivine Ore","orePureEndstoneOlivine",""
"gregtech:pure_ore_olivine_0",8,"Pure Sand Olivine Ore","orePureSandOlivine",""
"gregtech:pure_ore_olivine_0",9,"Pure Sand Olivine Ore","orePureSandOlivine",""
"gregtech:pure_ore_olivine_0",10,"Pure Granite Olivine Ore","orePureBlackgraniteOlivine",""
"gregtech:pure_ore_olivine_0",11,"Pure Granite Olivine Ore","orePureRedgraniteOlivine",""
"gregtech:pure_ore_olivine_0",12,"Pure Marble Olivine Ore","orePureMarbleOlivine",""
"gregtech:pure_ore_olivine_0",13,"Pure Basalt Olivine Ore","orePureBasaltOlivine",""
"gregtech:pure_ore_opal_0",0,"Pure Opal Ore","orePureOpal",""
"gregtech:pure_ore_opal_0",1,"Pure Opal Ore","orePureOpal",""
"gregtech:pure_ore_opal_0",2,"Pure Opal Ore","orePureOpal",""
"gregtech:pure_ore_opal_0",3,"Pure Opal Ore","orePureOpal",""
"gregtech:pure_ore_opal_0",4,"Pure Gravel Opal Ore","orePureGravelOpal",""
"gregtech:pure_ore_opal_0",5,"Pure Opal Ore","orePureOpal",""
"gregtech:pure_ore_opal_0",6,"Pure Nether Opal Ore","orePureNetherrackOpal",""
"gregtech:pure_ore_opal_0",7,"Pure End Opal Ore","orePureEndstoneOpal",""
"gregtech:pure_ore_opal_0",8,"Pure Sand Opal Ore","orePureSandOpal",""
"gregtech:pure_ore_opal_0",9,"Pure Sand Opal Ore","orePureSandOpal",""
"gregtech:pure_ore_opal_0",10,"Pure Granite Opal Ore","orePureBlackgraniteOpal",""
"gregtech:pure_ore_opal_0",11,"Pure Granite Opal Ore","orePureRedgraniteOpal",""
"gregtech:pure_ore_opal_0",12,"Pure Marble Opal Ore","orePureMarbleOpal",""
"gregtech:pure_ore_opal_0",13,"Pure Basalt Opal Ore","orePureBasaltOpal",""
"gregtech:pure_ore_osmium_0",0,"Pure Osmium Ore","orePureOsmium",""
"gregtech:pure_ore_osmium_0",1,"Pure Osmium Ore","orePureOsmium",""
"gregtech:pure_ore_osmium_0",2,"Pure Osmium Ore","orePureOsmium",""
"gregtech:pure_ore_osmium_0",3,"Pure Osmium Ore","orePureOsmium",""
"gregtech:pure_ore_osmium_0",4,"Pure Gravel Osmium Ore","orePureGravelOsmium",""
"gregtech:pure_ore_osmium_0",5,"Pure Osmium Ore","orePureOsmium",""
"gregtech:pure_ore_osmium_0",6,"Pure Nether Osmium Ore","orePureNetherrackOsmium",""
"gregtech:pure_ore_osmium_0",7,"Pure End Osmium Ore","orePureEndstoneOsmium",""
"gregtech:pure_ore_osmium_0",8,"Pure Sand Osmium Ore","orePureSandOsmium",""
"gregtech:pure_ore_osmium_0",9,"Pure Sand Osmium Ore","orePureSandOsmium",""
"gregtech:pure_ore_osmium_0",10,"Pure Granite Osmium Ore","orePureBlackgraniteOsmium",""
"gregtech:pure_ore_osmium_0",11,"Pure Granite Osmium Ore","orePureRedgraniteOsmium",""
"gregtech:pure_ore_osmium_0",12,"Pure Marble Osmium Ore","orePureMarbleOsmium",""
"gregtech:pure_ore_osmium_0",13,"Pure Basalt Osmium Ore","orePureBasaltOsmium",""
"gregtech:pure_ore_palladium_0",0,"Pure Palladium Ore","orePurePalladium",""
"gregtech:pure_ore_palladium_0",1,"Pure Palladium Ore","orePurePalladium",""
"gregtech:pure_ore_palladium_0",2,"Pure Palladium Ore","orePurePalladium",""
"gregtech:pure_ore_palladium_0",3,"Pure Palladium Ore","orePurePalladium",""
"gregtech:pure_ore_palladium_0",4,"Pure Gravel Palladium Ore","orePureGravelPalladium",""
"gregtech:pure_ore_palladium_0",5,"Pure Palladium Ore","orePurePalladium",""
"gregtech:pure_ore_palladium_0",6,"Pure Nether Palladium Ore","orePureNetherrackPalladium",""
"gregtech:pure_ore_palladium_0",7,"Pure End Palladium Ore","orePureEndstonePalladium",""
"gregtech:pure_ore_palladium_0",8,"Pure Sand Palladium Ore","orePureSandPalladium",""
"gregtech:pure_ore_palladium_0",9,"Pure Sand Palladium Ore","orePureSandPalladium",""
"gregtech:pure_ore_palladium_0",10,"Pure Granite Palladium Ore","orePureBlackgranitePalladium",""
"gregtech:pure_ore_palladium_0",11,"Pure Granite Palladium Ore","orePureRedgranitePalladium",""
"gregtech:pure_ore_palladium_0",12,"Pure Marble Palladium Ore","orePureMarblePalladium",""
"gregtech:pure_ore_palladium_0",13,"Pure Basalt Palladium Ore","orePureBasaltPalladium",""
"gregtech:pure_ore_palladium_metallic_powder_0",0,"Pure Palladium Metallic Powder Ore","orePurePalladiumMetallicPowder",""
"gregtech:pure_ore_palladium_metallic_powder_0",1,"Pure Palladium Metallic Powder Ore","orePurePalladiumMetallicPowder",""
"gregtech:pure_ore_palladium_metallic_powder_0",2,"Pure Palladium Metallic Powder Ore","orePurePalladiumMetallicPowder",""
"gregtech:pure_ore_palladium_metallic_powder_0",3,"Pure Palladium Metallic Powder Ore","orePurePalladiumMetallicPowder",""
"gregtech:pure_ore_palladium_metallic_powder_0",4,"Pure Gravel Palladium Metallic Powder Ore","orePureGravelPalladiumMetallicPowder",""
"gregtech:pure_ore_palladium_metallic_powder_0",5,"Pure Palladium Metallic Powder Ore","orePurePalladiumMetallicPowder",""
"gregtech:pure_ore_palladium_metallic_powder_0",6,"Pure Nether Palladium Metallic Powder Ore","orePureNetherrackPalladiumMetallicPowder",""
"gregtech:pure_ore_palladium_metallic_powder_0",7,"Pure End Palladium Metallic Powder Ore","orePureEndstonePalladiumMetallicPowder",""
"gregtech:pure_ore_palladium_metallic_powder_0",8,"Pure Sand Palladium Metallic Powder Ore","orePureSandPalladiumMetallicPowder",""
"gregtech:pure_ore_palladium_metallic_powder_0",9,"Pure Sand Palladium Metallic Powder Ore","orePureSandPalladiumMetallicPowder",""
"gregtech:pure_ore_palladium_metallic_powder_0",10,"Pure Granite Palladium Metallic Powder Ore","orePureBlackgranitePalladiumMetallicPowder",""
"gregtech:pure_ore_palladium_metallic_powder_0",11,"Pure Granite Palladium Metallic Powder Ore","orePureRedgranitePalladiumMetallicPowder",""
"gregtech:pure_ore_palladium_metallic_powder_0",12,"Pure Marble Palladium Metallic Powder Ore","orePureMarblePalladiumMetallicPowder",""
"gregtech:pure_ore_palladium_metallic_powder_0",13,"Pure Basalt Palladium Metallic Powder Ore","orePureBasaltPalladiumMetallicPowder",""
"gregtech:pure_ore_pentlandite_0",0,"Pure Pentlandite Ore","orePurePentlandite",""
"gregtech:pure_ore_pentlandite_0",1,"Pure Pentlandite Ore","orePurePentlandite",""
"gregtech:pure_ore_pentlandite_0",2,"Pure Pentlandite Ore","orePurePentlandite",""
"gregtech:pure_ore_pentlandite_0",3,"Pure Pentlandite Ore","orePurePentlandite",""
"gregtech:pure_ore_pentlandite_0",4,"Pure Gravel Pentlandite Ore","orePureGravelPentlandite",""
"gregtech:pure_ore_pentlandite_0",5,"Pure Pentlandite Ore","orePurePentlandite",""
"gregtech:pure_ore_pentlandite_0",6,"Pure Nether Pentlandite Ore","orePureNetherrackPentlandite",""
"gregtech:pure_ore_pentlandite_0",7,"Pure End Pentlandite Ore","orePureEndstonePentlandite",""
"gregtech:pure_ore_pentlandite_0",8,"Pure Sand Pentlandite Ore","orePureSandPentlandite",""
"gregtech:pure_ore_pentlandite_0",9,"Pure Sand Pentlandite Ore","orePureSandPentlandite",""
"gregtech:pure_ore_pentlandite_0",10,"Pure Granite Pentlandite Ore","orePureBlackgranitePentlandite",""
"gregtech:pure_ore_pentlandite_0",11,"Pure Granite Pentlandite Ore","orePureRedgranitePentlandite",""
"gregtech:pure_ore_pentlandite_0",12,"Pure Marble Pentlandite Ore","orePureMarblePentlandite",""
"gregtech:pure_ore_pentlandite_0",13,"Pure Basalt Pentlandite Ore","orePureBasaltPentlandite",""
"gregtech:pure_ore_phosphate_0",0,"Pure Phosphate Ore","orePurePhosphate",""
"gregtech:pure_ore_phosphate_0",1,"Pure Phosphate Ore","orePurePhosphate",""
"gregtech:pure_ore_phosphate_0",2,"Pure Phosphate Ore","orePurePhosphate",""
"gregtech:pure_ore_phosphate_0",3,"Pure Phosphate Ore","orePurePhosphate",""
"gregtech:pure_ore_phosphate_0",4,"Pure Gravel Phosphate Ore","orePureGravelPhosphate",""
"gregtech:pure_ore_phosphate_0",5,"Pure Phosphate Ore","orePurePhosphate",""
"gregtech:pure_ore_phosphate_0",6,"Pure Nether Phosphate Ore","orePureNetherrackPhosphate",""
"gregtech:pure_ore_phosphate_0",7,"Pure End Phosphate Ore","orePureEndstonePhosphate",""
"gregtech:pure_ore_phosphate_0",8,"Pure Sand Phosphate Ore","orePureSandPhosphate",""
"gregtech:pure_ore_phosphate_0",9,"Pure Sand Phosphate Ore","orePureSandPhosphate",""
"gregtech:pure_ore_phosphate_0",10,"Pure Granite Phosphate Ore","orePureBlackgranitePhosphate",""
"gregtech:pure_ore_phosphate_0",11,"Pure Granite Phosphate Ore","orePureRedgranitePhosphate",""
"gregtech:pure_ore_phosphate_0",12,"Pure Marble Phosphate Ore","orePureMarblePhosphate",""
"gregtech:pure_ore_phosphate_0",13,"Pure Basalt Phosphate Ore","orePureBasaltPhosphate",""
"gregtech:pure_ore_phosphor_0",0,"Pure Tricalcium Phospate Ore","orePurePhosphor",""
"gregtech:pure_ore_phosphor_0",1,"Pure Tricalcium Phospate Ore","orePurePhosphor",""
"gregtech:pure_ore_phosphor_0",2,"Pure Tricalcium Phospate Ore","orePurePhosphor",""
"gregtech:pure_ore_phosphor_0",3,"Pure Tricalcium Phospate Ore","orePurePhosphor",""
"gregtech:pure_ore_phosphor_0",4,"Pure Gravel Tricalcium Phospate Ore","orePureGravelPhosphor",""
"gregtech:pure_ore_phosphor_0",5,"Pure Tricalcium Phospate Ore","orePurePhosphor",""
"gregtech:pure_ore_phosphor_0",6,"Pure Nether Tricalcium Phospate Ore","orePureNetherrackPhosphor",""
"gregtech:pure_ore_phosphor_0",7,"Pure End Tricalcium Phospate Ore","orePureEndstonePhosphor",""
"gregtech:pure_ore_phosphor_0",8,"Pure Sand Tricalcium Phospate Ore","orePureSandPhosphor",""
"gregtech:pure_ore_phosphor_0",9,"Pure Sand Tricalcium Phospate Ore","orePureSandPhosphor",""
"gregtech:pure_ore_phosphor_0",10,"Pure Granite Tricalcium Phospate Ore","orePureBlackgranitePhosphor",""
"gregtech:pure_ore_phosphor_0",11,"Pure Granite Tricalcium Phospate Ore","orePureRedgranitePhosphor",""
"gregtech:pure_ore_phosphor_0",12,"Pure Marble Tricalcium Phospate Ore","orePureMarblePhosphor",""
"gregtech:pure_ore_phosphor_0",13,"Pure Basalt Tricalcium Phospate Ore","orePureBasaltPhosphor",""
"gregtech:pure_ore_pitchblende_0",0,"Pure Pitchblende Ore","orePurePitchblende",""
"gregtech:pure_ore_pitchblende_0",1,"Pure Pitchblende Ore","orePurePitchblende",""
"gregtech:pure_ore_pitchblende_0",2,"Pure Pitchblende Ore","orePurePitchblende",""
"gregtech:pure_ore_pitchblende_0",3,"Pure Pitchblende Ore","orePurePitchblende",""
"gregtech:pure_ore_pitchblende_0",4,"Pure Gravel Pitchblende Ore","orePureGravelPitchblende",""
"gregtech:pure_ore_pitchblende_0",5,"Pure Pitchblende Ore","orePurePitchblende",""
"gregtech:pure_ore_pitchblende_0",6,"Pure Nether Pitchblende Ore","orePureNetherrackPitchblende",""
"gregtech:pure_ore_pitchblende_0",7,"Pure End Pitchblende Ore","orePureEndstonePitchblende",""
"gregtech:pure_ore_pitchblende_0",8,"Pure Sand Pitchblende Ore","orePureSandPitchblende",""
"gregtech:pure_ore_pitchblende_0",9,"Pure Sand Pitchblende Ore","orePureSandPitchblende",""
"gregtech:pure_ore_pitchblende_0",10,"Pure Granite Pitchblende Ore","orePureBlackgranitePitchblende",""
"gregtech:pure_ore_pitchblende_0",11,"Pure Granite Pitchblende Ore","orePureRedgranitePitchblende",""
"gregtech:pure_ore_pitchblende_0",12,"Pure Marble Pitchblende Ore","orePureMarblePitchblende",""
"gregtech:pure_ore_pitchblende_0",13,"Pure Basalt Pitchblende Ore","orePureBasaltPitchblende",""
"gregtech:pure_ore_platinum_0",0,"Pure Platinum Ore","orePurePlatinum",""
"gregtech:pure_ore_platinum_0",1,"Pure Platinum Ore","orePurePlatinum",""
"gregtech:pure_ore_platinum_0",2,"Pure Platinum Ore","orePurePlatinum",""
"gregtech:pure_ore_platinum_0",3,"Pure Platinum Ore","orePurePlatinum",""
"gregtech:pure_ore_platinum_0",4,"Pure Gravel Platinum Ore","orePureGravelPlatinum",""
"gregtech:pure_ore_platinum_0",5,"Pure Platinum Ore","orePurePlatinum",""
"gregtech:pure_ore_platinum_0",6,"Pure Nether Platinum Ore","orePureNetherrackPlatinum",""
"gregtech:pure_ore_platinum_0",7,"Pure End Platinum Ore","orePureEndstonePlatinum",""
"gregtech:pure_ore_platinum_0",8,"Pure Sand Platinum Ore","orePureSandPlatinum",""
"gregtech:pure_ore_platinum_0",9,"Pure Sand Platinum Ore","orePureSandPlatinum",""
"gregtech:pure_ore_platinum_0",10,"Pure Granite Platinum Ore","orePureBlackgranitePlatinum",""
"gregtech:pure_ore_platinum_0",11,"Pure Granite Platinum Ore","orePureRedgranitePlatinum",""
"gregtech:pure_ore_platinum_0",12,"Pure Marble Platinum Ore","orePureMarblePlatinum",""
"gregtech:pure_ore_platinum_0",13,"Pure Basalt Platinum Ore","orePureBasaltPlatinum",""
"gregtech:pure_ore_platinum_metallic_powder_0",0,"Pure Platinum Metallic Powder Ore","orePurePlatinumMetallicPowder",""
"gregtech:pure_ore_platinum_metallic_powder_0",1,"Pure Platinum Metallic Powder Ore","orePurePlatinumMetallicPowder",""
"gregtech:pure_ore_platinum_metallic_powder_0",2,"Pure Platinum Metallic Powder Ore","orePurePlatinumMetallicPowder",""
"gregtech:pure_ore_platinum_metallic_powder_0",3,"Pure Platinum Metallic Powder Ore","orePurePlatinumMetallicPowder",""
"gregtech:pure_ore_platinum_metallic_powder_0",4,"Pure Gravel Platinum Metallic Powder Ore","orePureGravelPlatinumMetallicPowder",""
"gregtech:pure_ore_platinum_metallic_powder_0",5,"Pure Platinum Metallic Powder Ore","orePurePlatinumMetallicPowder",""
"gregtech:pure_ore_platinum_metallic_powder_0",6,"Pure Nether Platinum Metallic Powder Ore","orePureNetherrackPlatinumMetallicPowder",""
"gregtech:pure_ore_platinum_metallic_powder_0",7,"Pure End Platinum Metallic Powder Ore","orePureEndstonePlatinumMetallicPowder",""
"gregtech:pure_ore_platinum_metallic_powder_0",8,"Pure Sand Platinum Metallic Powder Ore","orePureSandPlatinumMetallicPowder",""
"gregtech:pure_ore_platinum_metallic_powder_0",9,"Pure Sand Platinum Metallic Powder Ore","orePureSandPlatinumMetallicPowder",""
"gregtech:pure_ore_platinum_metallic_powder_0",10,"Pure Granite Platinum Metallic Powder Ore","orePureBlackgranitePlatinumMetallicPowder",""
"gregtech:pure_ore_platinum_metallic_powder_0",11,"Pure Granite Platinum Metallic Powder Ore","orePureRedgranitePlatinumMetallicPowder",""
"gregtech:pure_ore_platinum_metallic_powder_0",12,"Pure Marble Platinum Metallic Powder Ore","orePureMarblePlatinumMetallicPowder",""
"gregtech:pure_ore_platinum_metallic_powder_0",13,"Pure Basalt Platinum Metallic Powder Ore","orePureBasaltPlatinumMetallicPowder",""
"gregtech:pure_ore_plutonium_0",0,"Pure Plutonium 244 Ore","orePurePlutonium",""
"gregtech:pure_ore_plutonium_0",1,"Pure Plutonium 244 Ore","orePurePlutonium",""
"gregtech:pure_ore_plutonium_0",2,"Pure Plutonium 244 Ore","orePurePlutonium",""
"gregtech:pure_ore_plutonium_0",3,"Pure Plutonium 244 Ore","orePurePlutonium",""
"gregtech:pure_ore_plutonium_0",4,"Pure Gravel Plutonium 244 Ore","orePureGravelPlutonium",""
"gregtech:pure_ore_plutonium_0",5,"Pure Plutonium 244 Ore","orePurePlutonium",""
"gregtech:pure_ore_plutonium_0",6,"Pure Nether Plutonium 244 Ore","orePureNetherrackPlutonium",""
"gregtech:pure_ore_plutonium_0",7,"Pure End Plutonium 244 Ore","orePureEndstonePlutonium",""
"gregtech:pure_ore_plutonium_0",8,"Pure Sand Plutonium 244 Ore","orePureSandPlutonium",""
"gregtech:pure_ore_plutonium_0",9,"Pure Sand Plutonium 244 Ore","orePureSandPlutonium",""
"gregtech:pure_ore_plutonium_0",10,"Pure Granite Plutonium 244 Ore","orePureBlackgranitePlutonium",""
"gregtech:pure_ore_plutonium_0",11,"Pure Granite Plutonium 244 Ore","orePureRedgranitePlutonium",""
"gregtech:pure_ore_plutonium_0",12,"Pure Marble Plutonium 244 Ore","orePureMarblePlutonium",""
"gregtech:pure_ore_plutonium_0",13,"Pure Basalt Plutonium 244 Ore","orePureBasaltPlutonium",""
"gregtech:pure_ore_plutonium_radioactive_0",0,"Pure Plutonium Ore","orePurePlutoniumRadioactive",""
"gregtech:pure_ore_plutonium_radioactive_0",1,"Pure Plutonium Ore","orePurePlutoniumRadioactive",""
"gregtech:pure_ore_plutonium_radioactive_0",2,"Pure Plutonium Ore","orePurePlutoniumRadioactive",""
"gregtech:pure_ore_plutonium_radioactive_0",3,"Pure Plutonium Ore","orePurePlutoniumRadioactive",""
"gregtech:pure_ore_plutonium_radioactive_0",4,"Pure Gravel Plutonium Ore","orePureGravelPlutoniumRadioactive",""
"gregtech:pure_ore_plutonium_radioactive_0",5,"Pure Plutonium Ore","orePurePlutoniumRadioactive",""
"gregtech:pure_ore_plutonium_radioactive_0",6,"Pure Nether Plutonium Ore","orePureNetherrackPlutoniumRadioactive",""
"gregtech:pure_ore_plutonium_radioactive_0",7,"Pure End Plutonium Ore","orePureEndstonePlutoniumRadioactive",""
"gregtech:pure_ore_plutonium_radioactive_0",8,"Pure Sand Plutonium Ore","orePureSandPlutoniumRadioactive",""
"gregtech:pure_ore_plutonium_radioactive_0",9,"Pure Sand Plutonium Ore","orePureSandPlutoniumRadioactive",""
"gregtech:pure_ore_plutonium_radioactive_0",10,"Pure Granite Plutonium Ore","orePureBlackgranitePlutoniumRadioactive",""
"gregtech:pure_ore_plutonium_radioactive_0",11,"Pure Granite Plutonium Ore","orePureRedgranitePlutoniumRadioactive",""
"gregtech:pure_ore_plutonium_radioactive_0",12,"Pure Marble Plutonium Ore","orePureMarblePlutoniumRadioactive",""
"gregtech:pure_ore_plutonium_radioactive_0",13,"Pure Basalt Plutonium Ore","orePureBasaltPlutoniumRadioactive",""
"gregtech:pure_ore_pollucite_0",0,"Pure Pollucite Ore","orePurePollucite",""
"gregtech:pure_ore_pollucite_0",1,"Pure Pollucite Ore","orePurePollucite",""
"gregtech:pure_ore_pollucite_0",2,"Pure Pollucite Ore","orePurePollucite",""
"gregtech:pure_ore_pollucite_0",3,"Pure Pollucite Ore","orePurePollucite",""
"gregtech:pure_ore_pollucite_0",4,"Pure Gravel Pollucite Ore","orePureGravelPollucite",""
"gregtech:pure_ore_pollucite_0",5,"Pure Pollucite Ore","orePurePollucite",""
"gregtech:pure_ore_pollucite_0",6,"Pure Nether Pollucite Ore","orePureNetherrackPollucite",""
"gregtech:pure_ore_pollucite_0",7,"Pure End Pollucite Ore","orePureEndstonePollucite",""
"gregtech:pure_ore_pollucite_0",8,"Pure Sand Pollucite Ore","orePureSandPollucite",""
"gregtech:pure_ore_pollucite_0",9,"Pure Sand Pollucite Ore","orePureSandPollucite",""
"gregtech:pure_ore_pollucite_0",10,"Pure Granite Pollucite Ore","orePureBlackgranitePollucite",""
"gregtech:pure_ore_pollucite_0",11,"Pure Granite Pollucite Ore","orePureRedgranitePollucite",""
"gregtech:pure_ore_pollucite_0",12,"Pure Marble Pollucite Ore","orePureMarblePollucite",""
"gregtech:pure_ore_pollucite_0",13,"Pure Basalt Pollucite Ore","orePureBasaltPollucite",""
"gregtech:pure_ore_powellite_0",0,"Pure Powellite Ore","orePurePowellite",""
"gregtech:pure_ore_powellite_0",1,"Pure Powellite Ore","orePurePowellite",""
"gregtech:pure_ore_powellite_0",2,"Pure Powellite Ore","orePurePowellite",""
"gregtech:pure_ore_powellite_0",3,"Pure Powellite Ore","orePurePowellite",""
"gregtech:pure_ore_powellite_0",4,"Pure Gravel Powellite Ore","orePureGravelPowellite",""
"gregtech:pure_ore_powellite_0",5,"Pure Powellite Ore","orePurePowellite",""
"gregtech:pure_ore_powellite_0",6,"Pure Nether Powellite Ore","orePureNetherrackPowellite",""
"gregtech:pure_ore_powellite_0",7,"Pure End Powellite Ore","orePureEndstonePowellite",""
"gregtech:pure_ore_powellite_0",8,"Pure Sand Powellite Ore","orePureSandPowellite",""
"gregtech:pure_ore_powellite_0",9,"Pure Sand Powellite Ore","orePureSandPowellite",""
"gregtech:pure_ore_powellite_0",10,"Pure Granite Powellite Ore","orePureBlackgranitePowellite",""
"gregtech:pure_ore_powellite_0",11,"Pure Granite Powellite Ore","orePureRedgranitePowellite",""
"gregtech:pure_ore_powellite_0",12,"Pure Marble Powellite Ore","orePureMarblePowellite",""
"gregtech:pure_ore_powellite_0",13,"Pure Basalt Powellite Ore","orePureBasaltPowellite",""
"gregtech:pure_ore_prasiolite_0",0,"Pure Prasiolite Ore","orePurePrasiolite",""
"gregtech:pure_ore_prasiolite_0",1,"Pure Prasiolite Ore","orePurePrasiolite",""
"gregtech:pure_ore_prasiolite_0",2,"Pure Prasiolite Ore","orePurePrasiolite",""
"gregtech:pure_ore_prasiolite_0",3,"Pure Prasiolite Ore","orePurePrasiolite",""
"gregtech:pure_ore_prasiolite_0",4,"Pure Gravel Prasiolite Ore","orePureGravelPrasiolite",""
"gregtech:pure_ore_prasiolite_0",5,"Pure Prasiolite Ore","orePurePrasiolite",""
"gregtech:pure_ore_prasiolite_0",6,"Pure Nether Prasiolite Ore","orePureNetherrackPrasiolite",""
"gregtech:pure_ore_prasiolite_0",7,"Pure End Prasiolite Ore","orePureEndstonePrasiolite",""
"gregtech:pure_ore_prasiolite_0",8,"Pure Sand Prasiolite Ore","orePureSandPrasiolite",""
"gregtech:pure_ore_prasiolite_0",9,"Pure Sand Prasiolite Ore","orePureSandPrasiolite",""
"gregtech:pure_ore_prasiolite_0",10,"Pure Granite Prasiolite Ore","orePureBlackgranitePrasiolite",""
"gregtech:pure_ore_prasiolite_0",11,"Pure Granite Prasiolite Ore","orePureRedgranitePrasiolite",""
"gregtech:pure_ore_prasiolite_0",12,"Pure Marble Prasiolite Ore","orePureMarblePrasiolite",""
"gregtech:pure_ore_prasiolite_0",13,"Pure Basalt Prasiolite Ore","orePureBasaltPrasiolite",""
"gregtech:pure_ore_precious_metal_0",0,"Pure Precious Metal Ore","orePurePreciousMetal",""
"gregtech:pure_ore_precious_metal_0",1,"Pure Precious Metal Ore","orePurePreciousMetal",""
"gregtech:pure_ore_precious_metal_0",2,"Pure Precious Metal Ore","orePurePreciousMetal",""
"gregtech:pure_ore_precious_metal_0",3,"Pure Precious Metal Ore","orePurePreciousMetal",""
"gregtech:pure_ore_precious_metal_0",4,"Pure Gravel Precious Metal Ore","orePureGravelPreciousMetal",""
"gregtech:pure_ore_precious_metal_0",5,"Pure Precious Metal Ore","orePurePreciousMetal",""
"gregtech:pure_ore_precious_metal_0",6,"Pure Nether Precious Metal Ore","orePureNetherrackPreciousMetal",""
"gregtech:pure_ore_precious_metal_0",7,"Pure End Precious Metal Ore","orePureEndstonePreciousMetal",""
"gregtech:pure_ore_precious_metal_0",8,"Pure Sand Precious Metal Ore","orePureSandPreciousMetal",""
"gregtech:pure_ore_precious_metal_0",9,"Pure Sand Precious Metal Ore","orePureSandPreciousMetal",""
"gregtech:pure_ore_precious_metal_0",10,"Pure Granite Precious Metal Ore","orePureBlackgranitePreciousMetal",""
"gregtech:pure_ore_precious_metal_0",11,"Pure Granite Precious Metal Ore","orePureRedgranitePreciousMetal",""
"gregtech:pure_ore_precious_metal_0",12,"Pure Marble Precious Metal Ore","orePureMarblePreciousMetal",""
"gregtech:pure_ore_precious_metal_0",13,"Pure Basalt Precious Metal Ore","orePureBasaltPreciousMetal",""
"gregtech:pure_ore_pyrite_0",0,"Pure Pyrite Ore","orePurePyrite",""
"gregtech:pure_ore_pyrite_0",1,"Pure Pyrite Ore","orePurePyrite",""
"gregtech:pure_ore_pyrite_0",2,"Pure Pyrite Ore","orePurePyrite",""
"gregtech:pure_ore_pyrite_0",3,"Pure Pyrite Ore","orePurePyrite",""
"gregtech:pure_ore_pyrite_0",4,"Pure Gravel Pyrite Ore","orePureGravelPyrite",""
"gregtech:pure_ore_pyrite_0",5,"Pure Pyrite Ore","orePurePyrite",""
"gregtech:pure_ore_pyrite_0",6,"Pure Nether Pyrite Ore","orePureNetherrackPyrite",""
"gregtech:pure_ore_pyrite_0",7,"Pure End Pyrite Ore","orePureEndstonePyrite",""
"gregtech:pure_ore_pyrite_0",8,"Pure Sand Pyrite Ore","orePureSandPyrite",""
"gregtech:pure_ore_pyrite_0",9,"Pure Sand Pyrite Ore","orePureSandPyrite",""
"gregtech:pure_ore_pyrite_0",10,"Pure Granite Pyrite Ore","orePureBlackgranitePyrite",""
"gregtech:pure_ore_pyrite_0",11,"Pure Granite Pyrite Ore","orePureRedgranitePyrite",""
"gregtech:pure_ore_pyrite_0",12,"Pure Marble Pyrite Ore","orePureMarblePyrite",""
"gregtech:pure_ore_pyrite_0",13,"Pure Basalt Pyrite Ore","orePureBasaltPyrite",""
"gregtech:pure_ore_pyrochlore_0",0,"Pure Pyrochlore Ore","orePurePyrochlore",""
"gregtech:pure_ore_pyrochlore_0",1,"Pure Pyrochlore Ore","orePurePyrochlore",""
"gregtech:pure_ore_pyrochlore_0",2,"Pure Pyrochlore Ore","orePurePyrochlore",""
"gregtech:pure_ore_pyrochlore_0",3,"Pure Pyrochlore Ore","orePurePyrochlore",""
"gregtech:pure_ore_pyrochlore_0",4,"Pure Gravel Pyrochlore Ore","orePureGravelPyrochlore",""
"gregtech:pure_ore_pyrochlore_0",5,"Pure Pyrochlore Ore","orePurePyrochlore",""
"gregtech:pure_ore_pyrochlore_0",6,"Pure Nether Pyrochlore Ore","orePureNetherrackPyrochlore",""
"gregtech:pure_ore_pyrochlore_0",7,"Pure End Pyrochlore Ore","orePureEndstonePyrochlore",""
"gregtech:pure_ore_pyrochlore_0",8,"Pure Sand Pyrochlore Ore","orePureSandPyrochlore",""
"gregtech:pure_ore_pyrochlore_0",9,"Pure Sand Pyrochlore Ore","orePureSandPyrochlore",""
"gregtech:pure_ore_pyrochlore_0",10,"Pure Granite Pyrochlore Ore","orePureBlackgranitePyrochlore",""
"gregtech:pure_ore_pyrochlore_0",11,"Pure Granite Pyrochlore Ore","orePureRedgranitePyrochlore",""
"gregtech:pure_ore_pyrochlore_0",12,"Pure Marble Pyrochlore Ore","orePureMarblePyrochlore",""
"gregtech:pure_ore_pyrochlore_0",13,"Pure Basalt Pyrochlore Ore","orePureBasaltPyrochlore",""
"gregtech:pure_ore_pyrolusite_0",0,"Pure Pyrolusite Ore","orePurePyrolusite",""
"gregtech:pure_ore_pyrolusite_0",1,"Pure Pyrolusite Ore","orePurePyrolusite",""
"gregtech:pure_ore_pyrolusite_0",2,"Pure Pyrolusite Ore","orePurePyrolusite",""
"gregtech:pure_ore_pyrolusite_0",3,"Pure Pyrolusite Ore","orePurePyrolusite",""
"gregtech:pure_ore_pyrolusite_0",4,"Pure Gravel Pyrolusite Ore","orePureGravelPyrolusite",""
