"","Name","Ore Dict","Display name"
"gtadditions:ga_dust:266","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:267","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:268","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:269","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:270","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:271","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:275","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:276","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:277","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:278","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:279","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:280","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:281","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:282","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:283","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:284","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:285","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:286","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:287","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:288","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:289","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:290","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:291","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:292","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:293","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:294","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:295","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:296","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:297","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:298","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:299","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:300","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:301","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:302","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:303","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:304","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:305","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:306","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:307","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:308","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:309","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:310","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:311","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:312","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:313","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:314","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:315","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:316","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:317","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:318","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:319","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:320","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:321","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:322","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:323","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:324","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:325","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:326","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:327","gcyl:meta_dust:1044","dustLithiumHydroxide","Lithium Hydroxide Dust"
"gtadditions:ga_dust:328","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:329","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:330","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:331","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:332","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:333","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:334","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:335","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:336","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:337","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:338","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:339","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:340","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:341","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:342","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:343","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:344","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:345","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:346","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:347","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:348","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:349","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:350","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:351","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:352","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:353","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:354","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:355","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:356","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:357","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:358","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:359","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:360","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:361","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:362","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:363","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:364","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:365","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:366","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:367","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:368","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:369","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:370","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:371","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:372","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:373","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:374","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:376","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:380","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:381","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:382","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:383","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:384","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:385","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:386","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:387","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:388","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:389","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:390","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:391","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:392","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:393","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:394","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:395","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:396","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:397","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:398","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:527","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:529","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:530","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:531","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:900","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:901","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:902","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:903","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:904","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:905","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:906","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:907","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:908","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:909","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:910","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:911","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:912","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:913","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:914","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:915","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:916","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:917","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:918","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:919","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:920","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:921","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:922","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:923","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:924","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:925","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:926","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:927","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:928","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:929","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:930","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:931","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:932","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:933","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:934","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:935","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:936","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:937","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:938","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:939","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:940","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:941","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:942","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:943","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:944","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:945","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:946","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:947","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:948","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:949","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:950","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:951","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:952","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:953","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:954","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:955","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:956","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:957","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:958","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:959","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_dust:960","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_emitter_casing:0","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_emitter_casing:1","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_emitter_casing:2","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_emitter_casing:3","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_emitter_casing:4","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_emitter_casing:5","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_emitter_casing:6","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_emitter_casing:7","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_emitter_casing:8","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_emitter_casing:9","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_emitter_casing:10","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_emitter_casing:11","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_emitter_casing:12","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_emitter_casing:13","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_explosive","gcyl:gcyl_explosive:0","","Taranium Charge"
"gtadditions:ga_explosive:1","gcyl:gcyl_explosive:1","","Naquadria Charge"
"gtadditions:ga_explosive:2","gcyl:gcyl_explosive:2","","Leptonic Charge"
"gtadditions:ga_explosive:3","gcyl:gcyl_explosive:3","","Quantum Chromodynamic Charge"
"gtadditions:ga_explosive:4","gregtech:itnt:0","","Industrial TNT"
"gtadditions:ga_explosive:5","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_field_gen_casing:0","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_field_gen_casing:1","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_field_gen_casing:2","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_field_gen_casing:3","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_field_gen_casing:4","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_field_gen_casing:5","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_field_gen_casing:6","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_field_gen_casing:7","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_field_gen_casing:8","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_field_gen_casing:9","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_field_gen_casing:10","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_field_gen_casing:11","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_field_gen_casing:12","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_field_gen_casing:13","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_fusion_casing:0","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_fusion_casing:1","gcyl:gcyl_fusion_casing:0","","Advanced Fusion Casing MK I"
"gtadditions:ga_fusion_casing:2","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_fusion_casing:3","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_fusion_casing:4","gcyl:gcyl_fusion_coil:0","","Advanced Fusion Coil MK I"
"gtadditions:ga_fusion_casing:5","gcyl:gcyl_fusion_coil:1","","Advanced Fusion Coil MK II"
"gtadditions:ga_fusion_casing:6","gcyl:gcyl_fusion_coil:2","","Advanced Fusion Coil MK III"
"gtadditions:ga_fusion_casing:7","gcyl:gcyl_fusion_coil:3","","Advanced Fusion Coil MK IV"
"gtadditions:ga_fusion_casing:8","gcyl:gcyl_fusion_coil:4","","Advanced Fusion Coil MK V"
"gtadditions:ga_fusion_casing:9","gcyl:gcyl_fusion_casing:1","","Advanced Fusion Blanket Base"
"gtadditions:ga_fusion_casing:10","gcyl:gcyl_fusion_casing:2","","Advanced Fusion Blanket"
"gtadditions:ga_fusion_casing:11","gcyl:gcyl_fusion_casing:3","","Advanced Breeding Blanket"
"gtadditions:ga_heating_coil:0","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_heating_coil:1","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_heating_coil:2","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_heating_coil:3","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_heating_coil:4","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_heating_coil:5","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_heating_coil:6","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_machine_casing","gregtech:machine_casing:9","","UHV Machine Casing"
"gtadditions:ga_machine_casing:1","gregtech:machine_casing:10","","UEV Machine Casing"
"gtadditions:ga_machine_casing:2","gregtech:machine_casing:11","","UIV Machine Casing"
"gtadditions:ga_machine_casing:3","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_machine_casing:4","gregtech:machine_casing:12","","UXV Machine Casing"
"gtadditions:ga_meta_item:1001","gregtech:meta_plate_double:2","plateDoubleAluminium","Double Aluminium Plate"
"gtadditions:ga_meta_item:1016","gregtech:meta_plate_double:22","plateDoubleChrome","Double Chrome Plate"
"gtadditions:ga_meta_item:1017","gregtech:meta_plate_double:23","plateDoubleCobalt","Double Cobalt Plate"
"gtadditions:ga_meta_item:1032","gregtech:meta_plate_double:50","plateDoubleIridium","Double Iridium Plate"
"gtadditions:ga_meta_item:1033","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1035","gregtech:meta_plate_double:55","plateDoubleLead","Double Lead Plate"
"gtadditions:ga_meta_item:1039","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1041","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1042","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1043","gregtech:meta_plate_double:27","plateDoubleDarmstadtium","Double Darmstadtium Plate"
"gtadditions:ga_meta_item:1047","gregtech:meta_plate_double:75","plateDoubleOsmium","Double Osmium Plate"
"gtadditions:ga_meta_item:1049","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1059","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1069","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1072","gregtech:meta_plate_double:113","plateDoubleTitanium","Double Titanium Plate"
"gtadditions:ga_meta_item:1074","gregtech:meta_plate_double:115","plateDoubleTungsten","Double Tungsten Plate"
"gtadditions:ga_meta_item:1075","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1076","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1094","gregtech:meta_plate_double:259","plateDoubleBrass","Double Brass Plate"
"gtadditions:ga_meta_item:1095","gregtech:meta_plate_double:260","plateDoubleBronze","Double Bronze Plate"
"gtadditions:ga_meta_item:1126","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1129","gregtech:meta_plate_double:290","plateDoubleMagnalium","Double Magnalium Plate"
"gtadditions:ga_meta_item:1140","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1183","gregtech:meta_plate_double:323","plateDoubleStainlessSteel","Double Stainless Steel Plate"
"gtadditions:ga_meta_item:1184","gregtech:meta_plate_double:324","plateDoubleSteel","Double Steel Plate"
"gtadditions:ga_meta_item:1192","gregtech:meta_plate_double:331","plateDoubleUltimet","Double Ultimet Plate"
"gtadditions:ga_meta_item:1197","gregtech:meta_plate_double:335","plateDoubleWroughtIron","Double Wrought Iron Plate"
"gtadditions:ga_meta_item:1207","gregtech:meta_plate_double:344","plateDoubleOsmiridium","Double Osmiridium Plate"
"gtadditions:ga_meta_item:1227","gregtech:meta_plate_double:300","plateDoubleSterlingSilver","Double Sterling Silver Plate"
"gtadditions:ga_meta_item:1228","gregtech:meta_plate_double:301","plateDoubleRoseGold","Double Rose Gold Plate"
"gtadditions:ga_meta_item:1229","gregtech:meta_plate_double:302","plateDoubleBlackBronze","Double Black Bronze Plate"
"gtadditions:ga_meta_item:1230","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1231","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1232","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1233","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1234","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1235","gregtech:meta_plate_double:2013","plateDoubleTungstenSteel","Double Tungstensteel Plate"
"gtadditions:ga_meta_item:1238","gregtech:meta_plate_double:2014","plateDoubleCobaltBrass","Double Cobalt Brass Plate"
"gtadditions:ga_meta_item:1300","gregtech:meta_plate_double:396","plateDoubleTungstenCarbide","Double Tungstencarbide Plate"
"gtadditions:ga_meta_item:1301","gregtech:meta_plate_double:2036","plateDoubleVanadiumSteel","Double Vanadiumsteel Plate"
"gtadditions:ga_meta_item:1302","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1303","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1304","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1307","gregtech:meta_plate_double:124","plateDoubleNaquadah","Double Naquadah Plate"
"gtadditions:ga_meta_item:1308","gregtech:meta_plate_double:2042","plateDoubleNaquadahAlloy","Double Naquadah Alloy Plate"
"gtadditions:ga_meta_item:1309","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1311","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1312","gregtech:meta_plate_double:129","plateDoubleDuranium","Double Duranium Plate"
"gtadditions:ga_meta_item:1518","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1519","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1520","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1521","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1534","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1671","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1682","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1683","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1706","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1707","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1710","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1714","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1715","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1716","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1717","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1718","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1719","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1720","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1721","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1731","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1732","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1733","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1734","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1735","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1736","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1742","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1743","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1755","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1763","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1780","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1786","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1791","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1797","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1801","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1807","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1814","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1818","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1822","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1824","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1850","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1851","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1852","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1853","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1854","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1855","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1856","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1857","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1858","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1859","gregtech:meta_plate_double:2062","plateDoubleRhodiumPlatedPalladium","Double Rhodium Plated Palladium Plate"
"gtadditions:ga_meta_item:1869","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1883","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1905","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1912","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1940","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1941","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1942","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1943","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1963","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1977","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1979","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1980","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1981","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1982","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1983","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1984","gregtech:meta_plate_double:2037","plateDoublePotin","Double Potin Plate"
"gtadditions:ga_meta_item:1985","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1986","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1987","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1989","Missing[]","Missing[]","Missing[]"
"gtadditions:ga_meta_item:1993","gregtech:meta_plate_double:127","plateDoubleNeutronium","Double Neutronium Plate"
"gtadditions:ga_meta_item:2001","Missing[]","Missing[]","Missing[]"
